label,X,Z
1,0.0,95.16609
2,4.998959544863019,95.070274
3,9.997919089745437,95.05006
4,14.996878634627855,94.9979
5,19.995838179490875,94.70241
6,24.994797724353894,94.50027
7,29.993757269236312,94.462715
8,34.99271681411873,94.71031
9,39.99167635898175,94.9967
10,45.7180313078553,94.84538
11,51.13581845986688,94.617516
12,56.553605611985,94.53441
13,61.971392764103115,94.543274
14,67.3891799161147,94.01791
15,72.3014895561227,94.41143
16,75.42764774170021,96.126434
17,80.1944772960596,96.97467
18,85.84637611954209,96.966125
19,91.49827494302457,97.02905
20,97.15017376686717,97.06289
21,102.80207259034965,97.59215
22,107.28443704582303,99.38076
23,111.76680150109624,101.64028
24,116.24916595656961,103.254265
25,120.86216739302539,105.90738
26,125.47516882941363,107.5093
27,130.6573830387287,107.71996
28,135.839597247867,107.36927
29,141.02181145718208,106.84047
30,145.98851553980865,105.93295
31,150.9552196226098,105.15268
32,155.92192370523637,104.2127
33,160.607474366543,103.090485
34,165.54406588052817,102.00554
35,170.48065739439886,101.43071
36,175.41724890838404,100.93946
37,180.35384042225473,100.38851
38,185.2904319362399,99.996704
39,190.2270234501106,99.587555
40,195.16361496409579,99.113205
41,200.11258900233804,98.6108
42,205.0615630405803,98.099915
43,210.01053707882255,97.44944
44,214.95951111689183,97.027145
45,219.9084851551341,96.42381
46,224.85745919337634,96.042816
47,229.8064332316186,95.66039
48,234.75540726986085,95.15516
49,239.72636494429486,94.820694
50,244.69732261861483,94.54521
51,249.668280292861,94.298996
52,254.63923796718097,94.22474
53,259.61019564161495,94.05079
54,264.61020553012037,93.970055
55,269.61021541851426,93.80753
56,274.6102253070197,93.57363
57,279.6102351953006,93.44604
58,284.61024508380603,93.377365
59,289.6102549721999,93.34675
60,294.61026486070534,93.32649
61,299.6102747489863,93.20606
62,304.6102846374917,93.086105
63,309.6102945258856,93.17291
64,314.610304414391,93.12855
65,319.60089074408216,93.05269
66,324.59147707366014,92.91633
67,329.5820634033513,92.855484
68,334.57264973326113,92.87694
69,339.5632360628391,92.95403
70,344.55382239253026,93.047066
71,349.5444087222214,93.17042
72,354.5349950519126,93.36062
73,359.52558138149055,93.51003
74,364.5161677111817,93.53109
75,369.50675404087286,93.47598
76,374.49734037045084,93.44247
77,379.4879267003607,93.44242
78,384.47851303005183,93.43081
79,389.4690993596298,93.39819
80,394.45968568932096,93.43474
81,399.4502720190121,93.476494
82,404.4408583485901,93.539154
83,409.43144467828125,93.62382
84,414.4220310081911,93.70318
85,419.41261733776906,93.80128
86,424.4032036674602,93.91686
87,429.3937899971514,94.0506
88,434.38437632672935,94.05973
89,439.3749626564205,94.1125
90,444.36554898611166,94.06747
91,449.3561353158028,94.02678
92,454.3467216453808,93.96017
93,459.3373079752906,93.923645
94,464.3278943049818,93.90518
95,469.31848063455976,94.025116
96,474.3090669642509,94.12181
